web_scraper_order,web_scraper_start_url,container_links,type chaussure,prix,adresse,image_lien
"1771879045-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1771879048-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1771879051-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg"
"1771879053-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879081-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044","","","",""
"1771879084-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879087-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879091-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879094-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879100-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879103-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188","Mocassins enfant en daim","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg"
"1771879108-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879112-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799556","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879117-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/talons-fillette-801320","Talons rasés","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png"
"1771879121-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-fillette-801329","Chaussures talons fillette","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png"
"1771879125-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/talons-rases-801336","","","",""
"1771879128-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-811210","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879132-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813196","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879135-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813203","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879139-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813206","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879144-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813210","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879148-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813213","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879154-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813222","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879157-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813226","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879160-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813228","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879163-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813230","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879165-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813239","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879168-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813272","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879171-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813282","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879173-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813287","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879176-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813299","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879179-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813303","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879182-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813318","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879187-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-824543","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879189-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-825843","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879198-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-838285","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879201-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-838292","Mocassins enfant en daim","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg"
"1771879204-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-848875","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879206-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-854221","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879209-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-talon-861833","Ensemble talon","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png"
"1771879212-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878800","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879215-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878809","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879217-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-884530","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879222-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892593","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879229-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892611","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879241-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892617","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879245-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-892623","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879249-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894185","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879253-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-baskets-894226","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540293_uploaded_image1_1758655238.jpg"
"1771879258-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-894267","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg"
"1771879261-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894314","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879264-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-902724","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879266-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-902727","Baskets Adidas enfants","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771879272-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905353","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879278-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879285-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879290-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879296-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879323-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369","","","",""
"1771879329-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879334-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879341-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879347-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879353-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879358-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879364-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879370-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879375-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905399","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879381-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905401","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879387-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905406","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879392-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905410","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879398-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905412","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879403-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905416","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879409-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905422","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879414-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905424","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879423-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905430","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879428-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905432","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879445-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905437","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879450-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905439","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879456-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905442","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879464-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905450","","","",""
"1771879469-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905452","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879475-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905455","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879481-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905461","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879487-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-zara-905654","Chaussures enfants Zara","7 000 CFA","Sénégal","https://images.coinafrique.com/thumb_905654_uploaded_image1_1567532748.81.png"
"1771879492-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-919324","Chaussures enfant","10 000 CFA","Sénégal","https://images.coinafrique.com/thumb_919324_uploaded_image1_1567854655.1.png"
"1771879497-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329","Baskets Lacoste - enfant","15 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_919329_uploaded_image1_1567854794.2.png"
"1771879503-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507","Chaussures et sacs - enfants","15 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_947507_uploaded_image1_1568567749.69.png"
"1771879509-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771879515-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710","Chaussures enfants","500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771879522-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-971814","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879527-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-originales-971817","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771879533-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petit-garcon-989555","Chaussures petit  garçon","2 500 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989555_uploaded_image1_1569454732.88.png"
"1771879539-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-989571","Chaussures petite fille","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989571_uploaded_image1_1569455169.87.png"
"1771879545-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-989597","Chaussures filles","3 000 CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_989597_uploaded_image1_1569455797.26.png"
