type habits,prix,adresse,image_lien
T-shirt homme,7000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4961438_uploaded_image1_1727268883.jpg
Casquette homme,4000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4961432_uploaded_image1_1727268622.jpg
T-shirt 100℅ cotton,4000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5276220_uploaded_image1_1744317076.jpg
Liquête djiene,10000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5682243_uploaded_image1_1766238454.jpg
T. Shirt perforè,5000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4976517_uploaded_image1_1728030673.jpg
Sorts coton djiene,10000.0,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5374540_uploaded_image1_1749919718.jpg
Patalon,7000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5019694_uploaded_image1_1730382950.jpg
Ensemble blousons Nike teck,28000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5020704_uploaded_image1_1730422547.jpg
Ensemble lin homme,15000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5021535_uploaded_image1_1730468104.jpg
T-shirts Kaddù dund,4500.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5586874_uploaded_image1_1761172153.jpg
T-shirt,2000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5029024_uploaded_image1_1730854647.jpg
Ensemble nike tech,30000.0,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_5588318_uploaded_image1_1761262014.jpg
Abaya homme,10000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4995725_uploaded_image1_1729028892.jpg
Jacket en jeans,12000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5657793_uploaded_image1_1764952502.jpg
Ensemble lacostes + kaki,13000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5669734_uploaded_image1_1765555257.jpg
Pantalon  homme,10000.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5272402_uploaded_image1_1744132936.jpg
Ensemble homme,25000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5211095_uploaded_image1_1740973039.jpg
Pull Adidas,9000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5454584_uploaded_image1_1754095564.jpg
Ensemble homme,9500.0,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5364994_uploaded_image1_1749376854.jpg
Pull-over jacket,25000.0,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_5055865_uploaded_image1_1732244969.jpg
