web_scraper_order,web_scraper_start_url,container_links,type habits,prix,adresse,image_lien
"1771858474-399","https://sn.coinafrique.com/categorie/vetements-homme?page=6","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5305840","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858478-400","https://sn.coinafrique.com/categorie/vetements-homme?page=6","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5305848","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858481-401","https://sn.coinafrique.com/categorie/vetements-homme?page=6","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5305845","Chemises homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715576_uploaded_image1_1768156314.jpg"
"1771858516-402","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/paquet-tshirt-cotton-100-5306801","","","",""
"1771858519-403","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5310613","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858527-404","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5313316","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858530-405","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-5360278","Tenue africaine","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5699731_uploaded_image1_1767365215.jpg"
"1771858533-406","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jean-homme-5314908","Jean homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5330130_uploaded_image1_1747337463.jpg"
"1771858537-407","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5314912","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858540-408","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5314904","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858543-409","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5314919","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858547-410","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5314920","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1771858551-411","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5346211","Chemise homme","25 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346211_uploaded_image1_1748266571.jpg"
"1771858554-412","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5346271","Chemise","25 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346271_uploaded_image1_1748268399.jpg"
"1771858557-413","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5318670","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858560-414","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5318674","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858565-415","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/kaki-5320629","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1771858571-416","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5320652","T-shirts en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1771858574-417","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5320644","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858577-418","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5364974","Ensemble caleçons + débardeurs  homme","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1771858581-419","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5364994","Ensemble homme","9 500 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5364994_uploaded_image1_1749376854.jpg"
"1771858584-420","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334139","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1771858587-421","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334137","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1771858591-422","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334143","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1771858594-423","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/tableau-art-5321522","Tableau  Art","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321522_uploaded_image1_1746889876.jpg"
"1771858597-424","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334146","Bassin riche","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1771858601-425","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-5358863","Caleçons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2805637_uploaded_image1_1606995436.jpg"
"1771858604-426","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5358869","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858608-427","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-5335709","Polo Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326067_uploaded_image1_1747152167.jpg"
"1771858612-428","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5335705","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858615-429","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-5335724","T-shirts en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1771858619-430","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/cargo-5335721","Pantalon cargo","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498127_uploaded_image1_1756460300.jpg"
"1771858622-431","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-5326067","Polo Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326067_uploaded_image1_1747152167.jpg"
"1771858626-432","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5326083","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858657-433","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/getzner-super-anium-gold-original-5326094","Getzner Super anium gold original","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326094_uploaded_image1_1747153147.jpg"
"1771858660-434","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348287","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858663-435","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348285","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858669-436","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5344833","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858672-437","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/vetement-enfants-5344831","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344831_uploaded_image1_1748193541.jpg"
"1771858676-438","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5344841","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858679-439","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5344842","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858683-440","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/kaki-homme-5344854","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1771858687-441","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5352588","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858691-442","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jogging-5352592","Jogging","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5352592_uploaded_image1_1748628052.jpg"
"1771858695-443","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5339051","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858698-444","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5339045","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771858702-445","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5339058","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858705-446","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-5339069","Abaya simple","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716402_uploaded_image1_1768212731.jpg"
"1771858712-447","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5352610","Chemise el hadj","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5757249_uploaded_image1_1770165657.jpg"
"1771858718-448","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5352605","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858721-449","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5339063","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858724-450","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jeans-5352603","Jeans homme","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
"1771858726-451","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/getzner-super-manium-gold-original-5329829","Getzner Super Manium gold original","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329829_uploaded_image1_1747328462.jpg"
"1771858728-452","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5339081","Chemises homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715576_uploaded_image1_1768156314.jpg"
"1771858731-453","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5329857","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858733-454","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5329860","T-shirts en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1771858736-455","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/babouche-hommes-5348408","Babouche hommes","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5348408_uploaded_image1_1748372963.jpg"
"1771858738-456","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5348424","Jeans homme","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
"1771858741-457","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/cargo-5348426","Pantalon cargo","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758901_uploaded_image1_1770244788.jpg"
"1771858743-458","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348419","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858746-459","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/jean-homme-5330130","Jean homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5330130_uploaded_image1_1747337463.jpg"
"1771858748-460","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/culotte-5330133","Culotte","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5330133_uploaded_image1_1747337550.jpg"
"1771858751-461","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/kaki-5330135","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"
"1771858754-462","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-coton-5342579","Pack de 6 caleçons - 3 sous-vêtements gris","8 500 CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3040054_uploaded_image1_1617570705.jpg"
"1771858757-463","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5342589","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1771858759-464","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5355482","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858762-465","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5355495","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858764-466","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5355513","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858767-467","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5362512","T-shirt Lacoste","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5584603_uploaded_image1_1761052072.jpg"
"1771858769-468","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5362515","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858772-469","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5362519","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858775-470","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5362523","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858778-471","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5362524","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858781-472","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/calsson-coton-5362521","Calsson coton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5362521_uploaded_image1_1749164209.jpg"
"1771858784-473","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5357415","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858786-474","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/cargo-homme-5357414","Cargo homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359212_uploaded_image1_1748985772.jpg"
"1771858789-475","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357423","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858792-476","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5357427","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771858794-477","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5357430","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858797-478","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5357449","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg"
"1771858799-479","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357457","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858802-480","https://sn.coinafrique.com/categorie/vetements-homme?page=5","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5357461","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858808-481","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5357459","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771858810-482","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357466","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858814-483","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5357470","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771858846-484","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5351562","","","",""
"1771858857-485","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5369213","Pantalon Jean","15 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5369272_uploaded_image1_1749637388.jpg"
"1771858860-486","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5369272","Pantalon Jean","15 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5369272_uploaded_image1_1749637388.jpg"
"1771858862-487","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5369345","Vetements  homme","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4590100_uploaded_image1_1707744155.jpg"
"1771858865-488","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-3-pieces-5369347","Ensemble homme 3 piéces","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5369347_uploaded_image1_1749639509.jpg"
"1771858867-489","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5333594","Chemise","18 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5333594_uploaded_image1_1747550498.jpg"
"1771858870-490","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/souvet-ment-5328829","","","",""
"1771858872-491","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacoste-kaki-5335976","Ensemble lacostes + kaki","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5669734_uploaded_image1_1765555257.jpg"
"1771858875-492","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5335983","Short homme","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5335983_uploaded_image1_1747682531.jpg"
"1771858878-493","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/calecons-homme-5379374","Caleçons homme","600 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5379374_uploaded_image1_1750189453.jpg"
"1771858882-494","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/dialaba-5340703","Dialaba","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5340703_uploaded_image1_1747926660.jpg"
"1771858884-495","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/chemise-el-hadji-bouton-dore-5388857","","","",""
"1771858887-496","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/abaya-languette-5388860","Abaya languette","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388860_uploaded_image1_1750707013.jpg"
"1771858889-497","https://sn.coinafrique.com/categorie/vetements-homme?page=4","https://sn.coinafrique.com/annonce/vetements-homme/abaya-simple-5388869","Abaya simple","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716402_uploaded_image1_1768212731.jpg"
