web_scraper_order,web_scraper_start_url,container_links,type habits,prix,adresse,image_lien
"1771856654-185","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/costumes-homme-5126225","Costume wax homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5655663_uploaded_image1_1764851829.jpg"
"1771856657-186","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-homme-5126818","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771856661-187","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-et-t-shirt-5129420","Ensemble short et t-shirt","5 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5129420_uploaded_image1_1736548677.jpg"
"1771856664-188","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5130442","T-shirt 100℅ cotton","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5276220_uploaded_image1_1744317076.jpg"
"1771856667-189","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/jalabe-5130694","Jalabe","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5130694_uploaded_image1_1736629706.jpg"
"1771856671-190","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/bas-large-homme-5131117","Bas large homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131117_uploaded_image1_1736677702.jpg"
"1771856674-191","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5131126","Vetement homme","15 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4601964_uploaded_image1_1708395686.jpg"
"1771856677-192","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-sous-vetements-et-calecon-5133103","Ensemble caleçons + débardeurs  homme","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1771856680-193","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5101945","Ensemble homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640578_uploaded_image1_1764085646.jpg"
"1771856685-194","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5137131","Ensemble caleçons + débardeurs  homme","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1771856688-195","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/custume-africain-5138792","Custume africain","30 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138792_uploaded_image1_1737058114.jpg"
"1771856691-196","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-blouson-5139741","Ensembles blouson","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5139741_uploaded_image1_1737118803.jpg"
"1771856695-197","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5145144","Costume africaine","40 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5504240_uploaded_image1_1756801063.jpg"
"1771856700-198","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/pull-unique-5147699","Pull unique","8 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5147705_uploaded_image1_1737556553.jpg"
"1771856703-199","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/pull-unique-5147705","Pull unique","8 500 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5147705_uploaded_image1_1737556553.jpg"
"1771856707-200","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/djalaba-pour-homme-5105336","Djalaba pour homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5105336_uploaded_image1_1735030845.jpg"
"1771856710-201","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/djialap-pour-homme-5104607","Djialap pour homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104607_uploaded_image1_1734974719.jpg"
"1771856713-202","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5147857","Djialabé","10 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5232167_uploaded_image1_1741963999.jpg"
"1771856716-203","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/dialabe-homme-5149891","Dialabé homme","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5149891_uploaded_image1_1737653080.jpg"
"1771856720-204","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5149957","T-shirts","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5396595_uploaded_image1_1751139172.jpg"
"1771856723-205","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/pulls-5149969","Pulls","8 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291801_uploaded_image1_1745269197.jpg"
"1771856727-206","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5154152","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919075_uploaded_image1_1725059650.jpg"
"1771856731-207","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5154154","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919075_uploaded_image1_1725059650.jpg"
"1771856735-208","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5154157","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919075_uploaded_image1_1725059650.jpg"
"1771856738-209","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5154161","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919075_uploaded_image1_1725059650.jpg"
"1771856742-210","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5154164","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919075_uploaded_image1_1725059650.jpg"
"1771856745-211","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5155092","Costume africaine","30 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528446_uploaded_image1_1758031889.jpg"
"1771856749-212","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5155250","Vetement homme","13 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4746909_uploaded_image1_1715866535.jpg"
"1771856752-213","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5155643","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771856757-214","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-3-pieces-5160811","Ensemble 3 pièces","30 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323878_uploaded_image1_1747055928.jpg"
"1771856761-215","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5116407","Ensemble homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640578_uploaded_image1_1764085646.jpg"
"1771856764-216","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5165554","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771856767-217","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5165558","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771856771-218","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5165560","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771856774-219","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5165562","Ensemble homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3661182_uploaded_image1_1650406276.jpg"
"1771856777-220","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-5165652","Djellaba pour homme avec pantalon","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5743341_uploaded_image1_1769469453.jpg"
"1771856781-221","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5165738","Ensemble caleçons + débardeurs  homme","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1771856784-222","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5166726","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771856788-223","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5166733","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771856791-224","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5166739","Ensemble homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713973_uploaded_image1_1768048230.jpg"
"1771856795-225","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-5166796","Ensemble blouson","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5166796_uploaded_image1_1738580809.jpg"
"1771856798-226","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/chemise-el-hadji-5119693","Chemise El-hadji bouton doré","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388857_uploaded_image1_1750706864.jpg"
"1771856800-227","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/chemises-el-hadji-5119265","Chemise El-hadji bouton doré","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388857_uploaded_image1_1750706864.jpg"
"1771856803-228","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5119513","Vetement homme","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771856806-229","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-nike-tech-fleece-5168364","Ensemble Nike Tech Fleece","40 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5168364_uploaded_image1_1738628825.jpg"
"1771856809-230","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5171118","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771856813-231","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5127408","Chemises homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729575_uploaded_image1_1768855922.jpg"
"1771856817-232","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5127469","Vetement homme","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771856820-233","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5176044","T-shirts","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5176044_uploaded_image1_1739005206.jpg"
"1771856824-234","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/lot-de-3-debardeur-5141405","Lot de 3 débardeur","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5130429_uploaded_image1_1736616495.jpg"
"1771856827-235","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/debardeur-en-coton-5134851","Lot de 3 débardeur","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5130429_uploaded_image1_1736616495.jpg"
"1771856830-236","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/lot-de-3-debardeur-5130429","Lot de 3 débardeur","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5130429_uploaded_image1_1736616495.jpg"
"1771856834-237","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5179844","Pull Over","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179844_uploaded_image1_1739225129.jpg"
"1771856837-238","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/polo-boss-5180647","Polo Boss","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5180647_uploaded_image1_1739276033.jpg"
"1771856840-239","https://sn.coinafrique.com/categorie/vetements-homme?page=8","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-5135693","Sous vetement coton","1 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256503_uploaded_image1_1743271904.jpg"
"1771856852-240","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5182989","Chaussures homme","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5182989_uploaded_image1_1739389601.jpg"
"1771856856-241","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5184001","Vetements  homme","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4590100_uploaded_image1_1707744155.jpg"
"1771856859-242","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-5184663","Pantalon  homme","7 500 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5206275_uploaded_image1_1740684650.jpg"
"1771856862-243","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/boubous-homme-5186335","Boubous homme","850 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5186335_uploaded_image1_1739567861.jpg"
"1771856865-244","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/costume-5186410","Ensemble costume","55 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5246483_uploaded_image1_1742728129.jpg"
"1771856868-245","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-pour-homme-5141181","Djellaba pour homme","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5141181_uploaded_image1_1737203810.jpg"
"1771856872-246","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jogging-5190565","Jogging","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299462_uploaded_image1_1745669058.jpg"
"1771856875-247","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5192223","Vetements  homme","8 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4590100_uploaded_image1_1707744155.jpg"
"1771856878-248","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/pulls-collant-5193321","Pulls collant","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193321_uploaded_image1_1739977517.jpg"
"1771856882-249","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5195658","Djialabé","7 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5195658_uploaded_image1_1740079988.jpg"
"1771856885-250","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/abaya-homme-5197736","Abaya homme","7 500 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5197736_uploaded_image1_1740211862.jpg"
"1771856888-251","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/blouson-homme-avec-capuche-5198094","Blouson homme avec capuche","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5198094_uploaded_image1_1740224914.jpg"
"1771856892-252","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-5198746","Djellaba","12 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5198746_uploaded_image1_1740258870.jpg"
"1771856895-253","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/combinaison-homme-5202402","Combinaison homme","45 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5202402_uploaded_image1_1740483071.jpg"
"1771856899-254","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5196625","Djialabé","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196625_uploaded_image1_1740145369.jpg"
"1771856902-255","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5205737","Ensemble homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5205737_uploaded_image1_1740661380.jpg"
"1771856906-256","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-homme-5207143","Jalaba homme","8 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5207143_uploaded_image1_1740745195.jpg"
"1771856909-257","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-jules-5167839","T-shirt Jules","6 500 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5167839_uploaded_image1_1738613049.jpg"
"1771856912-258","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jellabs-marocains-homme-5209751","Jellabs marocains homme","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5209751_uploaded_image1_1740878061.jpg"
"1771856915-259","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5210816","Ensemble short","5 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771856918-260","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5210820","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771856922-261","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5211095","Ensemble homme","25 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5211095_uploaded_image1_1740973039.jpg"
"1771856926-262","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5212458","Jean Oversized","8 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5473114_uploaded_image1_1755058671.jpg"
"1771856929-263","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/box-homme-5216645","Box homme","10 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5216645_uploaded_image1_1741207257.jpg"
"1771856933-264","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-jogging-5219558","Ensemble jogging","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5219558_uploaded_image1_1741347843.jpg"
"1771856936-265","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5179614","Chaussures homme","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179614_uploaded_image1_1739215765.jpg"
"1771856940-266","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/dialabe-homme-5181202","Dialabé pour homme anfna","7 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5226125_uploaded_image1_1741685568.jpg"
"1771856943-267","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/costume-pour-homme-5225513","Costume wax homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5655663_uploaded_image1_1764851829.jpg"
"1771856947-268","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/djalabe-5225528","Djalabé","10 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5225528_uploaded_image1_1741651639.jpg"
"1771856950-269","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jalabe-homme-5226397","Jalabé  homme","20 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5226397_uploaded_image1_1741693787.jpg"
"1771856954-270","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5226464","Pantalon cargo","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758901_uploaded_image1_1770244788.jpg"
"1771856957-271","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/diokin-pour-homme-5182298","Diokîn pour homme","27 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5182298_uploaded_image1_1739364640.jpg"
"1771856960-272","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5228489","Costume africain","75 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5565386_uploaded_image1_1759971775.jpg"
"1771856963-273","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-homme-5228721","Jalaba homme","15 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228721_uploaded_image1_1741792647.jpg"
"1771856966-274","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5229245","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771856970-275","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/pull-pour-homme-5186517","Pull pour homme","12 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5186517_uploaded_image1_1739580333.jpg"
"1771856974-276","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/calecon-homme-5231448","Caleçon  homme","1 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231448_uploaded_image1_1741937565.jpg"
"1771856977-277","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/chemise-el-hadji-5232160","Chemise El Hadji","13 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5232160_uploaded_image1_1741963646.jpg"
"1771856981-278","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5232167","Djialabé","10 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5232167_uploaded_image1_1741963999.jpg"
"1771856984-279","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-enfants-5232562","Jalaba enfants","5 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5232562_uploaded_image3_1741979905.jpeg"
"1771856987-280","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5232674","Ensemble courte manche homme","9 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1771856991-281","https://sn.coinafrique.com/categorie/vetements-homme?page=7","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5233635","T-shirts","1 800 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5233635_uploaded_image1_1742051112.jpg"
