web_scraper_order,web_scraper_start_url,container_links,type habits,prix,adresse,image_lien
1771863009-177,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3223774,Robes enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1771863012-178,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3223798,Robes enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1771863016-179,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3223803,Robes enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1771863018-180,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3225642,Ensemble enfants,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3225642_uploaded_image1_1626171489.jpg
1771863022-181,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-fille-3243381,Ensemble short fille,8 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3243381_uploaded_image1_1627145505.jpg
1771863025-182,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/maillot-de-bain-enfant-3243385,Maillot de bain enfant,5 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg
1771863412-183,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-de-friperie-3252830,,,,
1771863415-184,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3266560,Robes enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1771863419-185,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperies-enfants-3269998,,,,
1771863422-186,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3284080,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863425-187,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-garcons-3288161,Ensemble veste garçon 5 pièces,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg
1771863427-188,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-garcon-3288163,Ensemble veste garçon 5 pièces,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg
1771863430-189,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robes-fille-3292525,Robe enfant,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg
1771863432-190,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-3292529,Robe enfant,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg
1771863434-191,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-wax-enfant-3292897,Robe Iris enfant,15 000 CFA,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_5204766_uploaded_image1_1740600489.jpg
1771863437-192,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/calecons-pour-enfants-3298165,Caleçon enfant,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg
1771863439-193,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/chemises-pimkie-3303661,Chemises Pimkie,2 500 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3303661_uploaded_image1_1630249960.jpg
1771863442-194,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3306671,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863444-195,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3308950,Robe de prière  enfant,5 000 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5241328_uploaded_image1_1742452229.jpg
1771863446-196,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robes-3309778,Robes enfants,10 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg
1771863449-197,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costume-garcon-3312379,Ensemble veste garçon 5 pièces,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg
1771863451-198,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-3312381,Ensemble veste garçon 5 pièces,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg
1771863454-199,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-3312388,Ensemble veste garçon 5 pièces,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg
1771863456-200,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-3312390,Ensemble veste garçon 5 pièces,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg
1771863459-201,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/hijab-enfant-3319762,Hijab  enfant,1 500 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg
1771863461-202,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3323046,Maillots enfant,5 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3646687_uploaded_image1_1649538934.jpg
1771863464-203,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3330818,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863466-204,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3334439,Vêtement enfant,9 900 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3550501_uploaded_image1_1643809792.jpg
1771863469-205,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3334446,Vêtement enfant,9 900 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3550501_uploaded_image1_1643809792.jpg
1771863471-206,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3338087,Robe enfant,7 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5364583_uploaded_image1_1749330317.jpg
1771863474-207,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3339695,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863477-208,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-bebe-3342098,Ensemble bébé,7 000 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg
1771863479-209,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/tee-shirt-enfant-3344999,Tee-shirt enfant,4 000 CFA,"Tambacounda, Sénégal",https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg
1771863481-210,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-3347857,Caleçon enfant,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg
1771863484-211,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/short-de-friperie-3365562,Short de friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg
1771863486-212,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfants-3365564,Jeans de friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg
1771863489-213,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfants-3365566,Jeans de friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg
1771863491-214,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfants-3365568,Jeans de friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg
1771863494-215,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/short-de-friperie-enfants-3365569,Short de friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg
1771863496-216,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3384909,Vêtements enfant,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1771863500-217,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3340897,,,,
1771863503-218,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3340891,,,,
1771863506-219,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3395480,Vetements enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg
1771863509-220,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3395485,,,,
1771863512-221,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-3395494,Ensemble robe  bébé,5 500 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_2732121_uploaded_image1_1604324288.jpg
1771863514-222,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/articles-bebes-3395767,Vêtements enfants,Prix sur demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3475710_uploaded_image1_1639000859.jpg
1771863517-223,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3374507,,,,
1771863519-224,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3396563,Ensemble bébé,7 000 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg
1771863522-225,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3396665,,,,
1771863524-226,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3398130,,,,
1771863527-227,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-princesse-3401211,Robe princesse,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495993_uploaded_image1_1640295236.jpg
1771863529-228,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-princesse-3401212,Robe princesse,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495993_uploaded_image1_1640295236.jpg
1771863531-229,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3404666,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863534-230,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3404857,Vetements enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg
1771863536-231,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3405969,Robes enfants,10 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg
1771863539-232,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-3405987,Ensemble garçon,15 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3405987_uploaded_image1_1635327202.jpg
1771863541-233,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-princesse-3410760,Robe princesse,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495993_uploaded_image1_1640295236.jpg
1771863545-234,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/calecons-coton-enfant-12-pieces-3412103,Caleçons coton enfant -  12 pièces,6 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg
1771863547-235,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/blouson-poir-pour-enfant-3414761,Blouson Poir Pour Enfant,8 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3414761_uploaded_image1_1635795193.jpg
1771863550-236,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3416581,Ensemble blouson bébé et enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5695010_uploaded_image1_1767029706.jpg
1771863553-237,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/combinaison-surf-pour-enfant-3420805,Combinaison surf pour enfant,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3420805_uploaded_image1_1636035011.jpg
1771863555-238,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3438481,Vetements enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg
1771863557-239,https://sn.coinafrique.com/categorie/vetements-enfants?page=8,https://sn.coinafrique.com/annonce/vetements-enfants/bonnet-bebe-3446293,,,,
1771863563-240,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/culotte-friperie-enfants-3447436,Culotte friperie enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3447436_uploaded_image1_1637437824.jpg
1771863565-241,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-enfant-3447441,,,,
1771863567-242,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3453271,Vêtements enfants,Prix sur demande,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg
1771863570-243,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3460197,Vetements enfants,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg
1771863572-244,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3460815,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863575-245,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3460818,Vêtement enfant,9 900 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3550501_uploaded_image1_1643809792.jpg
1771863578-246,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-3462374,Slip  enfant,7 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg
1771863580-247,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-ceremonie-3462842,Robe de cérémonie,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462842_uploaded_image1_1638387220.jpg
1771863583-248,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-3467169,Robe enfant,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5364552_uploaded_image1_1749328164.jpg
1771863587-249,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/pull-capuche-enfants-friperie-3468409,Pull capuche enfants friperie,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg
1771863590-250,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-friperie-3468413,,,,
1771863593-251,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/pull-capuche-enfants-3468416,Pull capuche enfants,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3468416_uploaded_image1_1638627351.jpg
1771863596-252,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3470013,Vêtement enfant,12 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3549957_uploaded_image1_1643796504.jpg
1771863599-253,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3472103,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863602-254,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3475710,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863605-255,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-3480133,Robe fille,5 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3480133_uploaded_image1_1639253211.jpg
1771863609-256,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3483054,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863612-257,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3487929,Ensemble enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg
1771863691-258,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/collants-enfant-0-a-24-mois-3488219,,,,
1771863693-259,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfant-3490179,Ensemble enfant,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5385364_uploaded_image1_1750509649.41.jpeg
1771863696-260,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-bebe-3491052,,,,
1771863698-261,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-garcon-0-24-mois-3491173,,,,
1771863701-262,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3491313,Vetement enfant,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg
1771863703-263,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/collant-enfant-3492922,Collant enfant,2 000 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3492922_uploaded_image1_1640098024.jpg
1771863706-264,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3495990,Jeans enfants,6 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495990_uploaded_image1_1640295017.jpg
1771863708-265,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-3495993,Robe princesse,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495993_uploaded_image1_1640295236.jpg
1771863711-266,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-friperie-enfant-3502825,Ensemble enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3536216_uploaded_image1_1642943146.jpg
1771863713-267,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/pull-friperie-enfant-3502826,Pull friperie enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg
1771863715-268,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3512035,,,,
1771863718-269,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-3513877,Ensemble garçon,13 500 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3513877_uploaded_image1_1641564259.jpg
1771863720-270,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/tenue-fillette-3516300,Tenue fillette,8 500 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3516300_uploaded_image1_1641719011.jpg
1771863724-271,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/calecons-boxers-enfants-3516897,Caleçons boxers enfants,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3516897_uploaded_image1_1641755817.jpg
1771863727-272,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/boxer-fille-3516974,Boxer fille,8 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3516974_uploaded_image1_1641760222.jpg
1771863731-273,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3527120,Ensemble enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3638107_uploaded_image1_1649106005.jpg
1771863734-274,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3527122,Pantalon enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg
1771863736-275,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3527123,Ensemble enfant,Prix sur demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3638107_uploaded_image1_1649106005.jpg
1771863739-276,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-3534698,Robe,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3534704_uploaded_image1_1642807674.jpg
1771863742-277,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3534701,Robe enfant,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3534701_uploaded_image1_1642807591.jpg
1771863744-278,https://sn.coinafrique.com/categorie/vetements-enfants?page=7,https://sn.coinafrique.com/annonce/vetements-enfants/robe-3534704,Robe,25 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3534704_uploaded_image1_1642807674.jpg
