web_scraper_order,web_scraper_start_url,container_links,type chaussure,prix,adresse,image_lien
1771786970-96,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5365566,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786973-97,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5348410,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786977-98,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-cuir-5330113,Chaussures cuir,20 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5330113_uploaded_image1_1747337081.jpg
1771786980-99,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-skool-5365742,Baskets Vans Knu Skool,25 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5365742_uploaded_image1_1749418905.jpg
1771786983-100,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5342587,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786985-101,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5342583,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786988-102,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355453,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786991-103,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355462,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786993-104,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355476,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786996-105,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5362514,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771786999-106,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5362520,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787002-107,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5362529,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787005-108,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357416,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787008-109,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357418,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787011-110,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357425,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787014-111,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357431,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787017-112,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5357454,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787019-113,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5341252,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787022-114,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5351557,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787025-115,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5351558,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787027-116,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5351559,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787030-117,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/babouche-hommes-5351566,Babouches homme,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5355160_uploaded_image1_1748804517.jpg
1771787033-118,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5341258,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787037-119,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5341256,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787039-120,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5351571,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787042-121,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5332091,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787046-122,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5332090,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787049-123,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-original-5344646,Baskets Adidas Samba,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5758571_uploaded_image1_1770232010.jpg
1771787052-124,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-samba-5367274,Chaussures  homme,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5642098_uploaded_image1_1764157446.jpg
1771787055-125,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-homme-5368229,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787059-126,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-5332230,Chaussures Vans,20 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5332230_uploaded_image1_1747444488.jpg
1771787061-127,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5369353,Baskets homme,14 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5369353_uploaded_image1_1749639708.jpg
1771787065-128,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-5371443,Baskets Jordan 4,12 500 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5371443_uploaded_image1_1749742989.jpg
1771787068-129,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-tn-5371448,Chaussures TN,13 500 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5371448_uploaded_image1_1749743120.jpg
1771787071-130,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5375053,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787074-131,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5335985,Chaussures  homme,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5771511_uploaded_image1_1770903306.jpg
1771787078-132,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-treize-5379616,Baskets Jordan Treize,21 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5379616_uploaded_image1_1750201036.jpg
1771787081-133,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5380959,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787084-134,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-croches-5380962,Sandales homme,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5405136_uploaded_image1_1751566608.jpg
1771787108-135,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5380977,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787110-136,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-femmes-5380983,,,,
1771787113-137,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-croches-5380985,,,,
1771787116-138,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5380989,,,,
1771787119-139,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5337086,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787125-140,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5355402,Chaussures Berluti,25 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5355402_uploaded_image1_1748811821.jpg
1771787129-141,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-zara-5355405,Chaussures Zara,30 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5355405_uploaded_image1_1748811936.jpg
1771787132-142,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-cuir-5388886,Sandales en cuir,8 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5595893_uploaded_image1_1761763941.jpg
1771787136-143,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5389229,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787140-144,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5390760,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787144-145,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5391598,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787148-146,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5391753,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787152-147,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-hermes-5393539,Sandales Hermès,20 000 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5393539_uploaded_image1_1750952929.jpg
1771787155-148,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5395412,Mocassins homme,5 500 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5443044_uploaded_image1_1753540937.jpg
1771787157-149,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5395482,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787160-150,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5355170,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787163-151,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5355160,Babouches homme,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5355160_uploaded_image1_1748804517.jpg
1771787166-152,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5399058,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787169-153,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5359006,Baskets New Balance,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5662321_uploaded_image1_1765216328.jpg
1771787172-154,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5359038,Chaussures Berluti,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359038_uploaded_image1_1748978250.jpg
1771787175-155,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-portal-5359143,Chaussures  Nike portal,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359143_uploaded_image1_1748982874.jpg
1771787179-156,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-5359154,Sandale Dior alpha,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656452_uploaded_image1_1764880848.jpg
1771787182-157,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-cayono-5371936,Baskets Asic Cayono,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5371936_uploaded_image1_1749765298.jpg
1771787185-158,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-toga-5381435,Sandales Toga,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5381435_uploaded_image1_1750290863.jpg
1771787188-159,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-fuel-cell-5381432,New Balance Fuel cell,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656501_uploaded_image1_1764882356.jpg
1771787191-160,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-fuel-cell-5381433,New Balance Fuel cell,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656501_uploaded_image1_1764882356.jpg
1771787194-161,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-5399692,Chaussures New Balance,30 000 CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5399692_uploaded_image1_1751338580.jpg
1771787200-162,https://sn.coinafrique.com/categorie/chaussures-homme?page=8,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5399749,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787208-163,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-5399752,Sandales orthopédique,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5662788_uploaded_image1_1765241793.jpg
1771787211-164,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/timberlands-homme-5399763,Timberlands homme,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5399763_uploaded_image1_1751349629.jpg
1771787214-165,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-tommy-5399767,Chaussures Tommy,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5399767_uploaded_image1_1751349787.jpg
1771787217-166,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5399770,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787220-167,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5399778,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787223-168,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5399782,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787226-169,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5399783,Sandales homme,10 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5399783_uploaded_image1_1751350820.jpg
1771787229-170,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5399786,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787232-171,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/air-force-1-5359697,Nike Air force 1 cacao,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5664658_uploaded_image1_1765320885.jpg
1771787235-172,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-vomero-5400128,Chaussures Nike Vomero,25 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5400128_uploaded_image1_1751366626.jpg
1771787237-173,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-4-5359849,Baskets Jordan 4 RM,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5567808_uploaded_image1_1760100111.jpg
1771787240-174,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-jordan-one-low-5376698,Chaussures Air Jordan one low,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5376698_uploaded_image1_1750070197.jpg
1771787243-175,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-louis-vuitton-5400189,Chaussures Air Louis vuitton,20 000 CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5400189_uploaded_image1_1751368396.jpg
1771787246-176,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5367848,Chaussures  homme,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5771511_uploaded_image1_1770903306.jpg
1771787249-177,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5360018,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787252-178,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5360036,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787255-179,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5400882,Chaussures Berluti,25 000 CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5400882_uploaded_image1_1751384100.jpg
1771787258-180,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-5386870,Baskets Air force 1 montante,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656516_uploaded_image1_1764882787.jpg
1771787261-181,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-scorpion-5386909,Baskets Air Max scorpion,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5386909_uploaded_image1_1750612990.jpg
1771787263-182,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b22-5368328,Baskets Dior B22,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5481397_uploaded_image1_1755545755.jpg
1771787266-183,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-campus-5368322,Baskets Adidas campus,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5551113_uploaded_image1_1759265168.jpg
1771787269-184,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-gucci-5360720,Sandales Gucci,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5360720_uploaded_image1_1749061990.jpg
1771787272-185,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-fear-5401322,Baskets Jordan 4 Fear,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5401322_uploaded_image1_1751400730.jpg
1771787275-186,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-supreme-5401336,Baskets Air Force One Suprême,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5401336_uploaded_image1_1751401037.jpg
1771787278-187,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5401340,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787281-188,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-1-high-5401346,Baskets Jordan 1 high,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5401346_uploaded_image1_1751401243.jpg
1771787283-189,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-m2k-tecno-5401387,Baskets Nike M2K Tecno,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5401387_uploaded_image1_1751402825.jpg
1771787286-190,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-kobe-6-protro-5401398,Baskets Nike Kobe 6 Protro,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5401398_uploaded_image1_1751403395.jpg
1771787289-191,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5364541,Sandales homme,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg
1771787292-192,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-berluti-5361104,Sandales Berluti,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5361104_uploaded_image1_1749078905.jpg
1771787322-193,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/original-lavin-5361109,,,,
1771787326-194,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-dior-5361106,,,,
