web_scraper_order,web_scraper_start_url,container_links,type chaussure,prix,adresse,image_lien
1771787328-195,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-5361113,Baskets Air force 1 montante,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656516_uploaded_image1_1764882787.jpg
1771787331-196,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-aire-force-one-5361117,Baskets Aire Force One,13 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5361117_uploaded_image1_1749079520.jpg
1771787336-197,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-5369209,,,,
1771787338-198,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fuel-cell-5365687,Baskets New Balance Fuel Cell,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365693_uploaded_image1_1749417266.jpg
1771787343-199,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-samba-5365698,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771787346-200,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fuel-cell-5365693,Baskets New Balance Fuel Cell,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365693_uploaded_image1_1749417266.jpg
1771787349-201,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-5403273,,,,
1771787351-202,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3-5365706,,,,
1771787354-203,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-12-5365713,,,,
1771787356-204,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-5365710,Baskets Jordan One Dunk Lowl,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5516691_uploaded_image1_1757424712.jpg
1771787359-205,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-low-5365709,Baskets Jordan One Low,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365709_uploaded_image1_1749417739.jpg
1771787362-206,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoomx-5365707,Baskets Nike Zoomx,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365707_uploaded_image1_1749417627.jpg
1771787364-207,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-p6000-5365720,Baskets Nike P6000,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656495_uploaded_image1_1764882253.jpg
1771787367-208,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5365721,Baskets Louis vuitton,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg
1771787369-209,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-super-star-5365715,Baskets Adidas Super Star,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365715_uploaded_image1_1749417986.jpg
1771787373-210,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-timberland-5365729,Baskets Timberland boots,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5670176_uploaded_image1_1765576010.jpg
1771787375-211,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-1-5365739,Baskets Air Jordan 1,20 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365739_uploaded_image1_1749418736.jpg
1771787378-212,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-af1-the-nord-face-5365735,Baskets AF1 / The Nord Face,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365735_uploaded_image1_1749418626.jpg
1771787380-213,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5365755,Baskets Louis vuitton,22 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg
1771787383-214,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5365752,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771787386-215,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-pour-homme-5403324,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787389-216,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lacoste-trainer-l003-5365741,Baskets Lacoste Trainer L003,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365745_uploaded_image1_1749419070.jpg
1771787391-217,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b22-5365750,Baskets Dior B22,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5481397_uploaded_image1_1755545755.jpg
1771787394-218,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lacoste-trainer-l003-5365745,Baskets Lacoste Trainer L003,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5365745_uploaded_image1_1749419070.jpg
1771787397-219,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-timberland-5384805,Baskets Timberland boots,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5670176_uploaded_image1_1765576010.jpg
1771787399-220,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-crocs-5379657,Chaussures Crocs,9 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5379660_uploaded_image1_1750203700.jpg
1771787402-221,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-crocs-5379660,Chaussures Crocs,9 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5379660_uploaded_image1_1750203700.jpg
1771787404-222,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5403613,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787407-223,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-6-5366456,Baskets Air Jordan 6,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5366456_uploaded_image1_1749474268.jpg
1771787410-224,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5380946,Baskets Nike TN,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg
1771787412-225,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5405136,Sandales homme,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg
1771787415-226,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5405139,Baskets Nike TN,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg
1771787417-227,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5407551,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787420-228,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/crocs-sandales-orthopediques-5409504,Crocs sandales orthopédiques,5 500 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5409504_uploaded_image1_1751807094.jpg
1771787422-229,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5413092,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771787425-230,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-5413093,Baskets Jordan 4 rétro,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656461_uploaded_image1_1764881200.jpg
1771787427-231,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-14-5413151,Baskets  Jordan 14,28 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5413151_uploaded_image1_1751991507.jpg
1771787430-232,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-school-5415335,Baskets Vans Knu School,25 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5415335_uploaded_image1_1752087446.jpg
1771787432-233,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-noctar-noir-5422186,Chaussures Noctar Noir,20 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5422186_uploaded_image1_1752481465.jpg
1771787436-234,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/peugeot-308-2019-5424516,Peugeot 308 2019,4 500 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5424516_uploaded_image1_1752591026.jpg
1771787439-235,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-victory-one-5427161,Baskets Nike Victory One,12 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5427161_uploaded_image1_1752705753.jpg
1771787441-236,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5429675,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787444-237,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5430950,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787447-238,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5431884,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787449-239,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5432805,Mocassins homme,25 000 CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5432805_uploaded_image1_1753058866.jpg
1771787452-240,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5436971,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787455-241,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5437236,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787457-242,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-5437485,Sandales orthopédique,15 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5762297_uploaded_image1_1770399973.jpg
1771787460-243,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5437518,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787462-244,https://sn.coinafrique.com/categorie/chaussures-homme?page=7,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berlutti-5439305,Chaussures Berluti,15 000 CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5659090_uploaded_image1_1765032457.jpg
1771787469-245,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-jordan-one-5439386,Sneakers Jordan One,35 000 CFA,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_5439386_uploaded_image1_1753370342.jpg
1771787472-246,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-5439930,Chaussures Sebago,11 000 CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5439930_uploaded_image1_1753390815.jpg
1771787474-247,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-5441631,Sandales orthopédiques en cuir,15 000 CFA,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5485222_uploaded_image1_1755729900.jpg
1771787477-248,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5443044,Mocassins homme,5 500 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5443044_uploaded_image1_1753540937.jpg
1771787479-249,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5443387,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787482-250,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-9060-5448181,Baskets New Balance 9060,25 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5448181_uploaded_image1_1753811463.jpg
1771787484-251,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-force-5449964,Chaussures Air Force,12 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5449964_uploaded_image1_1753891204.jpg
1771787487-252,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5449980,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787489-253,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5452284,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787492-254,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5452702,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787495-255,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5452703,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787498-256,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-5453721,Chaussures Adidas,17 990 CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_5453721_uploaded_image1_1754056345.jpg
1771787500-257,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-cd-5454069,Baskets Dior CD,25 000 CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5454069_uploaded_image1_1754069956.jpg
1771787503-258,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-one-5454125,Baskets Nike Air Force One,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5454125_uploaded_image1_1754072625.jpg
1771787506-259,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-birkenstock-5406410,Sandale Orthopédique Birkenstock,29 500 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5569336_uploaded_image1_1760194310.jpg
1771787508-260,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5457508,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787511-261,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-5457750,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771787514-262,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-5457756,Sandales orthopédique,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5662788_uploaded_image1_1765241793.jpg
1771787518-263,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5457765,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787520-264,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-5457779,Sandales orthopédique,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5662788_uploaded_image1_1765241793.jpg
1771787526-265,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-5457788,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771787530-266,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5457796,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787533-267,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-5457797,Sandale Dior alpha,17 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656452_uploaded_image1_1764880848.jpg
1771787537-268,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5462501,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787541-269,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5465465,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787545-270,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5465868,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787556-271,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/crocs-homme-5466478,Crocs homme,5 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5466478_uploaded_image1_1754685616.jpg
1771787563-272,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-gel-kayano14-5469372,Baskets Asic Gel Kayano14,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5469372_uploaded_image1_1754860228.jpg
1771787569-273,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5470302,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787575-274,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-5471063,Baskets Air Force,12 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5471063_uploaded_image2_1754940084.jpeg
1771787583-275,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balance-cecuhri-5426236,Chaussures Balance cecuhri,25 000 CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5426252_uploaded_image1_1752671625.jpg
1771787590-276,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balance-cecuhri-cd-dior-5426238,Chaussures Balance Cecuhri cD Dior,20 000 CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5426238_uploaded_image1_1752671136.jpg
1771787596-277,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balance-cecuhri-5426252,Chaussures Balance cecuhri,25 000 CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5426252_uploaded_image1_1752671625.jpg
1771787601-278,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-campus-5473575,Chaussures Campus,14 900 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5745914_uploaded_image1_1769593852.jpg
1771787606-279,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-5473578,Baskets Adidas Samba,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg
1771787611-280,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-burberry-5473580,Chaussures Burberry,18 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5473580_uploaded_image1_1755087073.jpg
1771787616-281,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5473587,Sandales homme,8 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5627951_uploaded_image1_1763472221.jpg
1771787620-282,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b22-5481393,Baskets Dior B22,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5481397_uploaded_image1_1755545755.jpg
1771787625-283,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b22-5481395,Baskets Dior B22,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5481397_uploaded_image1_1755545755.jpg
1771787630-284,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b22-5481397,Baskets Dior B22,27 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5481397_uploaded_image1_1755545755.jpg
1771787635-285,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopediques-en-cuir-5485222,Sandales orthopédiques en cuir,15 000 CFA,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5485222_uploaded_image1_1755729900.jpg
1771787640-286,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-5487164,Baskets Timberland,30 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5656479_uploaded_image1_1764881761.jpg
1771787645-287,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/timberland-homme-5493149,Timberland homme,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5493149_uploaded_image1_1756189941.jpg
1771787649-288,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5493811,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
1771787655-289,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-5494173,Baskets Nike Air Max,12 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5494173_uploaded_image1_1756232066.jpg
1771787659-290,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-luis-vuitton-5495818,Chaussures Luis Vuitton,8 000 CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5495818_uploaded_image1_1756309876.jpg
1771787663-291,https://sn.coinafrique.com/categorie/chaussures-homme?page=6,https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5498122,Chaussures homme,15 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg
